Code,Name,Year,Source,Population,Inland_Area_Hectares,Total_Area_Hectares,Population_per_hectare,Square_Kilometres,Population_per_square_kilometre
E09000017,Hillingdon,2046,GLA Population Projections,362792,11570.1,11570.1,31.4,115.7,3135.6
E09000017,Hillingdon,2047,GLA Population Projections,362998,11570.1,11570.1,31.4,115.7,3137.4
E09000017,Hillingdon,2048,GLA Population Projections,363140,11570.1,11570.1,31.4,115.7,3138.6
E09000017,Hillingdon,2049,GLA Population Projections,363401,11570.1,11570.1,31.4,115.7,3140.9
E09000017,Hillingdon,2050,GLA Population Projections,363708,11570.1,11570.1,31.4,115.7,3143.5
E09000018,Hounslow,1999,ONS MYE,214298,5597.8,5658.5,38.3,56,3828.3
E09000018,Hounslow,2000,ONS MYE,214731,5597.8,5658.5,38.4,56,3836
E09000018,Hounslow,2001,ONS MYE,215976,5597.8,5658.5,38.6,56,3858.2
E09000018,Hounslow,2002,ONS MYE,216888,5597.8,5658.5,38.7,56,3874.5
E09000018,Hounslow,2003,ONS MYE,216498,5597.8,5658.5,38.7,56,3867.6
E09000018,Hounslow,2004,ONS MYE,219440,5597.8,5658.5,39.2,56,3920.1
E09000018,Hounslow,2005,ONS MYE,223776,5597.8,5658.5,40,56,3997.6
E09000018,Hounslow,2006,ONS MYE,228126,5597.8,5658.5,40.8,56,4075.3
E09000018,Hounslow,2007,ONS MYE,233454,5597.8,5658.5,41.7,56,4170.5
E09000018,Hounslow,2008,ONS MYE,237907,5597.8,5658.5,42.5,56,4250
E09000018,Hounslow,2009,ONS MYE,243366,5597.8,5658.5,43.5,56,4347.5
E09000018,Hounslow,2010,ONS MYE,249236,5597.8,5658.5,44.5,56,4452.4
E09000018,Hounslow,2011,GLA Population Projections,255334,5597.8,5658.5,45.6,56,4561.3
E09000018,Hounslow,2012,GLA Population Projections,259459,5597.8,5658.5,46.4,56,4635
E09000018,Hounslow,2013,GLA Population Projections,262814,5597.8,5658.5,46.9,56,4695
E09000018,Hounslow,2014,GLA Population Projections,265975,5597.8,5658.5,47.5,56,4751.4
E09000018,Hounslow,2015,GLA Population Projections,269177,5597.8,5658.5,48.1,56,4808.6
E09000018,Hounslow,2016,GLA Population Projections,271546,5597.8,5658.5,48.5,56,4850.9
E09000018,Hounslow,2017,GLA Population Projections,274970,5597.8,5658.5,49.1,56,4912.1
E09000018,Hounslow,2018,GLA Population Projections,278264,5597.8,5658.5,49.7,56,4971
E09000018,Hounslow,2019,GLA Population Projections,281339,5597.8,5658.5,50.3,56,5025.9
E09000018,Hounslow,2020,GLA Population Projections,284358,5597.8,5658.5,50.8,56,5079.8
E09000018,Hounslow,2021,GLA Population Projections,286947,5597.8,5658.5,51.3,56,5126.1
E09000018,Hounslow,2022,GLA Population Projections,289358,5597.8,5658.5,51.7,56,5169.1
E09000018,Hounslow,2023,GLA Population Projections,291460,5597.8,5658.5,52.1,56,5206.7
E09000018,Hounslow,2024,GLA Population Projections,293167,5597.8,5658.5,52.4,56,5237.2
E09000018,Hounslow,2025,GLA Population Projections,294459,5597.8,5658.5,52.6,56,5260.3
E09000018,Hounslow,2026,GLA Population Projections,295790,5597.8,5658.5,52.8,56,5284
E09000018,Hounslow,2027,GLA Population Projections,297418,5597.8,5658.5,53.1,56,5313.1
E09000018,Hounslow,2028,GLA Population Projections,298986,5597.8,5658.5,53.4,56,5341.1
E09000018,Hounslow,2029,GLA Population Projections,300658,5597.8,5658.5,53.7,56,5371
E09000018,Hounslow,2030,GLA Population Projections,301808,5597.8,5658.5,53.9,56,5391.6
E09000018,Hounslow,2031,GLA Population Projections,303058,5597.8,5658.5,54.1,56,5413.9
E09000018,Hounslow,2032,GLA Population Projections,304489,5597.8,5658.5,54.4,56,5439.4
E09000018,Hounslow,2033,GLA Population Projections,305958,5597.8,5658.5,54.7,56,5465.7
E09000018,Hounslow,2034,GLA Population Projections,307402,5597.8,5658.5,54.9,56,5491.5
E09000018,Hounslow,2035,GLA Population Projections,309487,5597.8,5658.5,55.3,56,5528.7
E09000018,Hounslow,2036,GLA Population Projections,311775,5597.8,5658.5,55.7,56,5569.6
E09000018,Hounslow,2037,GLA Population Projections,314076,5597.8,5658.5,56.1,56,5610.7
E09000018,Hounslow,2038,GLA Population Projections,316354,5597.8,5658.5,56.5,56,5651.4
E09000018,Hounslow,2039,GLA Population Projections,318561,5597.8,5658.5,56.9,56,5690.8
E09000018,Hounslow,2040,GLA Population Projections,320507,5597.8,5658.5,57.3,56,5725.6
E09000018,Hounslow,2041,GLA Population Projections,322250,5597.8,5658.5,57.6,56,5756.7
E09000018,Hounslow,2042,GLA Population Projections,324566,5597.8,5658.5,58,56,5798.1
E09000018,Hounslow,2043,GLA Population Projections,327038,5597.8,5658.5,58.4,56,5842.3
E09000018,Hounslow,2044,GLA Population Projections,329580,5597.8,5658.5,58.9,56,5887.7
E09000018,Hounslow,2045,GLA Population Projections,332197,5597.8,5658.5,59.3,56,5934.4
E09000018,Hounslow,2046,GLA Population Projections,334905,5597.8,5658.5,59.8,56,5982.8
E09000018,Hounslow,2047,GLA Population Projections,337605,5597.8,5658.5,60.3,56,6031
E09000018,Hounslow,2048,GLA Population Projections,340243,5597.8,5658.5,60.8,56,6078.2
E09000018,Hounslow,2049,GLA Population Projections,342944,5597.8,5658.5,61.3,56,6126.4
E09000018,Hounslow,2050,GLA Population Projections,345756,5597.8,5658.5,61.8,56,6176.7
E09000019,Islington,1999,ONS MYE,175717,1485.7,1485.7,118.3,14.9,11827.5
E09000019,Islington,2000,ONS MYE,177852,1485.7,1485.7,119.7,14.9,11971.2
E09000019,Islington,2001,ONS MYE,179387,1485.7,1485.7,120.7,14.9,12074.5
E09000019,Islington,2002,ONS MYE,180118,1485.7,1485.7,121.2,14.9,12123.7
E09000019,Islington,2003,ONS MYE,180899,1485.7,1485.7,121.8,14.9,12176.3
E09000019,Islington,2004,ONS MYE,180831,1485.7,1485.7,121.7,14.9,12171.7
E09000019,Islington,2005,ONS MYE,183477,1485.7,1485.7,123.5,14.9,12349.8
E09000019,Islington,2006,ONS MYE,185283,1485.7,1485.7,124.7,14.9,12471.4
E09000019,Islington,2007,ONS MYE,188636,1485.7,1485.7,127,14.9,12697.1
E09000019,Islington,2008,ONS MYE,192089,1485.7,1485.7,129.3,14.9,12929.5
E09000019,Islington,2009,ONS MYE,196704,1485.7,1485.7,132.4,14.9,13240.1
E09000019,Islington,2010,ONS MYE,200129,1485.7,1485.7,134.7,14.9,13470.7
E09000019,Islington,2011,GLA Population Projections,206639,1485.7,1485.7,139.1,14.9,13908.9
E09000019,Islington,2012,GLA Population Projections,211400,1485.7,1485.7,142.3,14.9,14229.3
E09000019,Islington,2013,GLA Population Projections,216024,1485.7,1485.7,145.4,14.9,14540.6
E09000019,Islington,2014,GLA Population Projections,221383,1485.7,1485.7,149,14.9,14901.3
E09000019,Islington,2015,GLA Population Projections,228045,1485.7,1485.7,153.5,14.9,15349.7
E09000019,Islington,2016,GLA Population Projections,233218,1485.7,1485.7,157,14.9,15697.9
E09000019,Islington,2017,GLA Population Projections,235370,1485.7,1485.7,158.4,14.9,15842.7
E09000019,Islington,2018,GLA Population Projections,238267,1485.7,1485.7,160.4,14.9,16037.7
E09000019,Islington,2019,GLA Population Projections,241589,1485.7,1485.7,162.6,14.9,16261.3
E09000019,Islington,2020,GLA Population Projections,242827,1485.7,1485.7,163.4,14.9,16344.7
E09000019,Islington,2021,GLA Population Projections,244372,1485.7,1485.7,164.5,14.9,16448.7
E09000019,Islington,2022,GLA Population Projections,245839,1485.7,1485.7,165.5,14.9,16547.4
E09000019,Islington,2023,GLA Population Projections,247009,1485.7,1485.7,166.3,14.9,16626.2
E09000019,Islington,2024,GLA Population Projections,247841,1485.7,1485.7,166.8,14.9,16682.2
E09000019,Islington,2025,GLA Population Projections,248352,1485.7,1485.7,167.2,14.9,16716.5
E09000019,Islington,2026,GLA Population Projections,248723,1485.7,1485.7,167.4,14.9,16741.5
E09000019,Islington,2027,GLA Population Projections,248916,1485.7,1485.7,167.5,14.9,16754.5
E09000019,Islington,2028,GLA Population Projections,248834,1485.7,1485.7,167.5,14.9,16749
E09000019,Islington,2029,GLA Population Projections,248569,1485.7,1485.7,167.3,14.9,16731.2
E09000019,Islington,2030,GLA Population Projections,249455,1485.7,1485.7,167.9,14.9,16790.8
E09000019,Islington,2031,GLA Population Projections,250875,1485.7,1485.7,168.9,14.9,16886.4
E09000019,Islington,2032,GLA Population Projections,252427,1485.7,1485.7,169.9,14.9,16990.8
E09000019,Islington,2033,GLA Population Projections,253952,1485.7,1485.7,170.9,14.9,17093.5
E09000019,Islington,2034,GLA Population Projections,255400,1485.7,1485.7,171.9,14.9,17190.9
E09000019,Islington,2035,GLA Population Projections,257466,1485.7,1485.7,173.3,14.9,17330
E09000019,Islington,2036,GLA Population Projections,259678,1485.7,1485.7,174.8,14.9,17478.9
E09000019,Islington,2037,GLA Population Projections,261844,1485.7,1485.7,176.2,14.9,17624.7
E09000019,Islington,2038,GLA Population Projections,263925,1485.7,1485.7,177.6,14.9,17764.8
E09000019,Islington,2039,GLA Population Projections,265884,1485.7,1485.7,179,14.9,17896.6
E09000019,Islington,2040,GLA Population Projections,267544,1485.7,1485.7,180.1,14.9,18008.4
E09000019,Islington,2041,GLA Population Projections,268983,1485.7,1485.7,181.1,14.9,18105.2
E09000019,Islington,2042,GLA Population Projections,271001,1485.7,1485.7,182.4,14.9,18241
E09000019,Islington,2043,GLA Population Projections,273155,1485.7,1485.7,183.9,14.9,18386
E09000019,Islington,2044,GLA Population Projections,273741,1485.7,1485.7,184.3,14.9,18425.5
E09000019,Islington,2045,GLA Population Projections,273977,1485.7,1485.7,184.4,14.9,18441.4
E09000019,Islington,2046,GLA Population Projections,274227,1485.7,1485.7,184.6,14.9,18458.2
E09000019,Islington,2047,GLA Population Projections,274390,1485.7,1485.7,184.7,14.9,18469.2
E09000019,Islington,2048,GLA Population Projections,274497,1485.7,1485.7,184.8,14.9,18476.4
E09000019,Islington,2049,GLA Population Projections,274711,1485.7,1485.7,184.9,14.9,18490.8
E09000019,Islington,2050,GLA Population Projections,274967,1485.7,1485.7,185.1,14.9,18508
E09000020,Kensington and Chelsea,1999,ONS MYE,147678,1212.4,1238.4,121.8,12.1,12180.6
E09000020,Kensington and Chelsea,2000,ONS MYE,154661,1212.4,1238.4,127.6,12.1,12756.6
E09000020,Kensington and Chelsea,2001,ONS MYE,162199,1212.4,1238.4,133.8,12.1,13378.3
E09000020,Kensington and Chelsea,2002,ONS MYE,163827,1212.4,1238.4,135.1,12.1,13512.6
E09000020,Kensington and Chelsea,2003,ONS MYE,165268,1212.4,1238.4,136.3,12.1,13631.5
E09000020,Kensington and Chelsea,2004,ONS MYE,165752,1212.4,1238.4,136.7,12.1,13671.4
E09000020,Kensington and Chelsea,2005,ONS MYE,168375,1212.4,1238.4,138.9,12.1,13887.7
E09000020,Kensington and Chelsea,2006,ONS MYE,165245,1212.4,1238.4,136.3,12.1,13629.6
E09000020,Kensington and Chelsea,2007,ONS MYE,162883,1212.4,1238.4,134.3,12.1,13434.7
E09000020,Kensington and Chelsea,2008,ONS MYE,162579,1212.4,1238.4,134.1,12.1,13409.7
E09000020,Kensington and Chelsea,2009,ONS MYE,161893,1212.4,1238.4,133.5,12.1,13353.1
E09000020,Kensington and Chelsea,2010,ONS MYE,160463,1212.4,1238.4,132.4,12.1,13235.1
E09000020,Kensington and Chelsea,2011,GLA Population Projections,158652,1212.4,1238.4,130.9,12.1,13085.8
E09000020,Kensington and Chelsea,2012,GLA Population Projections,156331,1212.4,1238.4,128.9,12.1,12894.3
E09000020,Kensington and Chelsea,2013,GLA Population Projections,155995,1212.4,1238.4,128.7,12.1,12866.6
E09000020,Kensington and Chelsea,2014,GLA Population Projections,156591,1212.4,1238.4,129.2,12.1,12915.8
E09000020,Kensington and Chelsea,2015,GLA Population Projections,158112,1212.4,1238.4,130.4,12.1,13041.2
E09000020,Kensington and Chelsea,2016,GLA Population Projections,157127,1212.4,1238.4,129.6,12.1,12960
E09000020,Kensington and Chelsea,2017,GLA Population Projections,157954,1212.4,1238.4,130.3,12.1,13028.2
E09000020,Kensington and Chelsea,2018,GLA Population Projections,159301,1212.4,1238.4,131.4,12.1,13139.3
E09000020,Kensington and Chelsea,2019,GLA Population Projections,160531,1212.4,1238.4,132.4,12.1,13240.7
E09000020,Kensington and Chelsea,2020,GLA Population Projections,160794,1212.4,1238.4,132.6,12.1,13262.4
E09000020,Kensington and Chelsea,2021,GLA Population Projections,161552,1212.4,1238.4,133.2,12.1,13325
E09000020,Kensington and Chelsea,2022,GLA Population Projections,162446,1212.4,1238.4,134,12.1,13398.7
E09000020,Kensington and Chelsea,2023,GLA Population Projections,163255,1212.4,1238.4,134.7,12.1,13465.4
E09000020,Kensington and Chelsea,2024,GLA Population Projections,164020,1212.4,1238.4,135.3,12.1,13528.5
E09000020,Kensington and Chelsea,2025,GLA Population Projections,164730,1212.4,1238.4,135.9,12.1,13587.1
E09000020,Kensington and Chelsea,2026,GLA Population Projections,165522,1212.4,1238.4,136.5,12.1,13652.4
E09000020,Kensington and Chelsea,2027,GLA Population Projections,166287,1212.4,1238.4,137.2,12.1,13715.5
E09000020,Kensington and Chelsea,2028,GLA Population Projections,166996,1212.4,1238.4,137.7,12.1,13774
E09000020,Kensington and Chelsea,2029,GLA Population Projections,167725,1212.4,1238.4,138.3,12.1,13834.1
E09000020,Kensington and Chelsea,2030,GLA Population Projections,169188,1212.4,1238.4,139.5,12.1,13954.8
E09000020,Kensington and Chelsea,2031,GLA Population Projections,170397,1212.4,1238.4,140.5,12.1,14054.5
E09000020,Kensington and Chelsea,2032,GLA Population Projections,171448,1212.4,1238.4,141.4,12.1,14141.2
E09000020,Kensington and Chelsea,2033,GLA Population Projections,172416,1212.4,1238.4,142.2,12.1,14221
E09000020,Kensington and Chelsea,2034,GLA Population Projections,173348,1212.4,1238.4,143,12.1,14297.9
E09000020,Kensington and Chelsea,2035,GLA Population Projections,174187,1212.4,1238.4,143.7,12.1,14367.1
E09000020,Kensington and Chelsea,2036,GLA Population Projections,174815,1212.4,1238.4,144.2,12.1,14418.9
E09000020,Kensington and Chelsea,2037,GLA Population Projections,175349,1212.4,1238.4,144.6,12.1,14463
E09000020,Kensington and Chelsea,2038,GLA Population Projections,175860,1212.4,1238.4,145.1,12.1,14505.1
E09000020,Kensington and Chelsea,2039,GLA Population Projections,176349,1212.4,1238.4,145.5,12.1,14545.4
E09000020,Kensington and Chelsea,2040,GLA Population Projections,176732,1212.4,1238.4,145.8,12.1,14577
E09000020,Kensington and Chelsea,2041,GLA Population Projections,177139,1212.4,1238.4,146.1,12.1,14610.6
E09000020,Kensington and Chelsea,2042,GLA Population Projections,177523,1212.4,1238.4,146.4,12.1,14642.3
E09000020,Kensington and Chelsea,2043,GLA Population Projections,177716,1212.4,1238.4,146.6,12.1,14658.2
E09000020,Kensington and Chelsea,2044,GLA Population Projections,177869,1212.4,1238.4,146.7,12.1,14670.8
E09000020,Kensington and Chelsea,2045,GLA Population Projections,178024,1212.4,1238.4,146.8,12.1,14683.6
E09000020,Kensington and Chelsea,2046,GLA Population Projections,178188,1212.4,1238.4,147,12.1,14697.1
E09000020,Kensington and Chelsea,2047,GLA Population Projections,178302,1212.4,1238.4,147.1,12.1,14706.5
E09000020,Kensington and Chelsea,2048,GLA Population Projections,178386,1212.4,1238.4,147.1,12.1,14713.4
E09000020,Kensington and Chelsea,2049,GLA Population Projections,178528,1212.4,1238.4,147.3,12.1,14725.2
E09000020,Kensington and Chelsea,2050,GLA Population Projections,178691,1212.4,1238.4,147.4,12.1,14738.6
E09000021,Kingston upon Thames,1999,ONS MYE,146003,3726.1,3726.1,39.2,37.3,3918.4
E09000021,Kingston upon Thames,2000,ONS MYE,147328,3726.1,3726.1,39.5,37.3,3953.9
E09000021,Kingston upon Thames,2001,ONS MYE,149045,3726.1,3726.1,40,37.3,4000
E09000021,Kingston upon Thames,2002,ONS MYE,149642,3726.1,3726.1,40.2,37.3,4016
E09000021,Kingston upon Thames,2003,ONS MYE,149683,3726.1,3726.1,40.2,37.3,4017.1
E09000021,Kingston upon Thames,2004,ONS MYE,151055,3726.1,3726.1,40.5,37.3,4054
E09000021,Kingston upon Thames,2005,ONS MYE,152489,3726.1,3726.1,40.9,37.3,4092.4
E09000021,Kingston upon Thames,2006,ONS MYE,153667,3726.1,3726.1,41.2,37.3,4124.1
E09000021,Kingston upon Thames,2007,ONS MYE,154485,3726.1,3726.1,41.5,37.3,4146
E09000021,Kingston upon Thames,2008,ONS MYE,156027,3726.1,3726.1,41.9,37.3,4187.4
E09000021,Kingston upon Thames,2009,ONS MYE,157307,3726.1,3726.1,42.2,37.3,4221.7
E09000021,Kingston upon Thames,2010,ONS MYE,158648,3726.1,3726.1,42.6,37.3,4257.7
E09000021,Kingston upon Thames,2011,GLA Population Projections,160469,3726.1,3726.1,43.1,37.3,4306.6
E09000021,Kingston upon Thames,2012,GLA Population Projections,163939,3726.1,3726.1,44,37.3,4399.7
E09000021,Kingston upon Thames,2013,GLA Population Projections,166826,3726.1,3726.1,44.8,37.3,4477.2
E09000021,Kingston upon Thames,2014,GLA Population Projections,169991,3726.1,3726.1,45.6,37.3,4562.1
E09000021,Kingston upon Thames,2015,GLA Population Projections,173558,3726.1,3726.1,46.6,37.3,4657.9
E09000021,Kingston upon Thames,2016,GLA Population Projections,176140,3726.1,3726.1,47.3,37.3,4727.2
E09000021,Kingston upon Thames,2017,GLA Population Projections,178419,3726.1,3726.1,47.9,37.3,4788.3
E09000021,Kingston upon Thames,2018,GLA Population Projections,179581,3726.1,3726.1,48.2,37.3,4819.5
E09000021,Kingston upon Thames,2019,GLA Population Projections,180598,3726.1,3726.1,48.5,37.3,4846.8
E09000021,Kingston upon Thames,2020,GLA Population Projections,182728,3726.1,3726.1,49,37.3,4904
E09000021,Kingston upon Thames,2021,GLA Population Projections,184660,3726.1,3726.1,49.6,37.3,4955.8
E09000021,Kingston upon Thames,2022,GLA Population Projections,186434,3726.1,3726.1,50,37.3,5003.4
E09000021,Kingston upon Thames,2023,GLA Population Projections,187973,3726.1,3726.1,50.4,37.3,5044.7
E09000021,Kingston upon Thames,2024,GLA Population Projections,189276,3726.1,3726.1,50.8,37.3,5079.7
E09000021,Kingston upon Thames,2025,GLA Population Projections,190330,3726.1,3726.1,51.1,37.3,5108
E09000021,Kingston upon Thames,2026,GLA Population Projections,191245,3726.1,3726.1,51.3,37.3,5132.6
E09000021,Kingston upon Thames,2027,GLA Population Projections,194030,3726.1,3726.1,52.1,37.3,5207.3
E09000021,Kingston upon Thames,2028,GLA Population Projections,197062,3726.1,3726.1,52.9,37.3,5288.7
E09000021,Kingston upon Thames,2029,GLA Population Projections,200064,3726.1,3726.1,53.7,37.3,5369.2
E09000021,Kingston upon Thames,2030,GLA Population Projections,202034,3726.1,3726.1,54.2,37.3,5422.1
E09000021,Kingston upon Thames,2031,GLA Population Projections,203623,3726.1,3726.1,54.6,37.3,5464.7
E09000021,Kingston upon Thames,2032,GLA Population Projections,205015,3726.1,3726.1,55,37.3,5502.1
E09000021,Kingston upon Thames,2033,GLA Population Projections,206327,3726.1,3726.1,55.4,37.3,5537.3
E09000021,Kingston upon Thames,2034,GLA Population Projections,207589,3726.1,3726.1,55.7,37.3,5571.2
E09000021,Kingston upon Thames,2035,GLA Population Projections,208250,3726.1,3726.1,55.9,37.3,5588.9
E09000021,Kingston upon Thames,2036,GLA Population Projections,209179,3726.1,3726.1,56.1,37.3,5613.9
E09000021,Kingston upon Thames,2037,GLA Population Projections,210214,3726.1,3726.1,56.4,37.3,5641.6
E09000021,Kingston upon Thames,2038,GLA Population Projections,211318,3726.1,3726.1,56.7,37.3,5671.3
E09000021,Kingston upon Thames,2039,GLA Population Projections,212440,3726.1,3726.1,57,37.3,5701.4
E09000021,Kingston upon Thames,2040,GLA Population Projections,213439,3726.1,3726.1,57.3,37.3,5728.2
E09000021,Kingston upon Thames,2041,GLA Population Projections,214350,3726.1,3726.1,57.5,37.3,5752.6
E09000021,Kingston upon Thames,2042,GLA Population Projections,215679,3726.1,3726.1,57.9,37.3,5788.3
E09000021,Kingston upon Thames,2043,GLA Population Projections,217136,3726.1,3726.1,58.3,37.3,5827.4
E09000021,Kingston upon Thames,2044,GLA Population Projections,218656,3726.1,3726.1,58.7,37.3,5868.2
E09000021,Kingston upon Thames,2045,GLA Population Projections,220237,3726.1,3726.1,59.1,37.3,5910.6
E09000021,Kingston upon Thames,2046,GLA Population Projections,221889,3726.1,3726.1,59.5,37.3,5955
E09000021,Kingston upon Thames,2047,GLA Population Projections,223542,3726.1,3726.1,60,37.3,5999.3
E09000021,Kingston upon Thames,2048,GLA Population Projections,225151,3726.1,3726.1,60.4,37.3,6042.5
E09000021,Kingston upon Thames,2049,GLA Population Projections,226798,3726.1,3726.1,60.9,37.3,6086.7
E09000021,Kingston upon Thames,2050,GLA Population Projections,228514,3726.1,3726.1,61.3,37.3,6132.8
E09000022,Lambeth,1999,ONS MYE,266817,2681,2724.9,99.5,26.8,9952.1
E09000022,Lambeth,2000,ONS MYE,270028,2681,2724.9,100.7,26.8,10071.9
E09000022,Lambeth,2001,ONS MYE,273372,2681,2724.9,102,26.8,10196.6
E09000022,Lambeth,2002,ONS MYE,273041,2681,2724.9,101.8,26.8,10184.3
E09000022,Lambeth,2003,ONS MYE,272195,2681,2724.9,101.5,26.8,10152.7
E09000022,Lambeth,2004,ONS MYE,274262,2681,2724.9,102.3,26.8,10229.8
E09000022,Lambeth,2005,ONS MYE,277620,2681,2724.9,103.6,26.8,10355.1
E09000022,Lambeth,2006,ONS MYE,280524,2681,2724.9,104.6,26.8,10463.4
E09000022,Lambeth,2007,ONS MYE,284964,2681,2724.9,106.3,26.8,10629
E09000022,Lambeth,2008,ONS MYE,289126,2681,2724.9,107.8,26.8,10784.2
E09000022,Lambeth,2009,ONS MYE,294050,2681,2724.9,109.7,26.8,10967.9
E09000022,Lambeth,2010,ONS MYE,297650,2681,2724.9,111,26.8,11102.2
E09000022,Lambeth,2011,GLA Population Projections,304808,2681,2724.9,113.7,26.8,11369.2
E09000022,Lambeth,2012,GLA Population Projections,310527,2681,2724.9,115.8,26.8,11582.5
E09000022,Lambeth,2013,GLA Population Projections,314569,2681,2724.9,117.3,26.8,11733.3
E09000022,Lambeth,2014,GLA Population Projections,318543,2681,2724.9,118.8,26.8,11881.5
E09000022,Lambeth,2015,GLA Population Projections,324758,2681,2724.9,121.1,26.8,12113.3
E09000022,Lambeth,2016,GLA Population Projections,328237,2681,2724.9,122.4,26.8,12243.1
E09000022,Lambeth,2017,GLA Population Projections,331157,2681,2724.9,123.5,26.8,12352
E09000022,Lambeth,2018,GLA Population Projections,334724,2681,2724.9,124.9,26.8,12485
E09000022,Lambeth,2019,GLA Population Projections,338028,2681,2724.9,126.1,26.8,12608.3
E09000022,Lambeth,2020,GLA Population Projections,340324,2681,2724.9,126.9,26.8,12693.9
E09000022,Lambeth,2021,GLA Population Projections,342250,2681,2724.9,127.7,26.8,12765.7
E09000022,Lambeth,2022,GLA Population Projections,343982,2681,2724.9,128.3,26.8,12830.3
E09000022,Lambeth,2023,GLA Population Projections,345285,2681,2724.9,128.8,26.8,12878.9
E09000022,Lambeth,2024,GLA Population Projections,346100,2681,2724.9,129.1,26.8,12909.3
E09000022,Lambeth,2025,GLA Population Projections,346448,2681,2724.9,129.2,26.8,12922.3
E09000022,Lambeth,2026,GLA Population Projections,346615,2681,2724.9,129.3,26.8,12928.6
E09000022,Lambeth,2027,GLA Population Projections,346584,2681,2724.9,129.3,26.8,12927.4
E09000022,Lambeth,2028,GLA Population Projections,346279,2681,2724.9,129.2,26.8,12916
E09000022,Lambeth,2029,GLA Population Projections,345815,2681,2724.9,129,26.8,12898.7
E09000022,Lambeth,2030,GLA Population Projections,347007,2681,2724.9,129.4,26.8,12943.2
E09000022,Lambeth,2031,GLA Population Projections,349019,2681,2724.9,130.2,26.8,13018.2
E09000022,Lambeth,2032,GLA Population Projections,351319,2681,2724.9,131,26.8,13104
E09000022,Lambeth,2033,GLA Population Projections,353667,2681,2724.9,131.9,26.8,13191.6
E09000022,Lambeth,2034,GLA Population Projections,355959,2681,2724.9,132.8,26.8,13277.1
E09000022,Lambeth,2035,GLA Population Projections,359116,2681,2724.9,133.9,26.8,13394.8
E09000022,Lambeth,2036,GLA Population Projections,362468,2681,2724.9,135.2,26.8,13519.9
E09000022,Lambeth,2037,GLA Population Projections,365729,2681,2724.9,136.4,26.8,13641.5
E09000022,Lambeth,2038,GLA Population Projections,368829,2681,2724.9,137.6,26.8,13757.1
E09000022,Lambeth,2039,GLA Population Projections,371720,2681,2724.9,138.6,26.8,13865
E09000022,Lambeth,2040,GLA Population Projections,374166,2681,2724.9,139.6,26.8,13956.2
E09000022,Lambeth,2041,GLA Population Projections,376286,2681,2724.9,140.4,26.8,14035.3
E09000022,Lambeth,2042,GLA Population Projections,379179,2681,2724.9,141.4,26.8,14143.2
E09000022,Lambeth,2043,GLA Population Projections,382211,2681,2724.9,142.6,26.8,14256.3
E09000022,Lambeth,2044,GLA Population Projections,385264,2681,2724.9,143.7,26.8,14370.1
E09000022,Lambeth,2045,GLA Population Projections,388339,2681,2724.9,144.8,26.8,14484.8
E09000022,Lambeth,2046,GLA Population Projections,391462,2681,2724.9,146,26.8,14601.3
E09000022,Lambeth,2047,GLA Population Projections,394520,2681,2724.9,147.2,26.8,14715.4
E09000022,Lambeth,2048,GLA Population Projections,397440,2681,2724.9,148.2,26.8,14824.3
E09000022,Lambeth,2049,GLA Population Projections,398650,2681,2724.9,148.7,26.8,14869.4
E09000022,Lambeth,2050,GLA Population Projections,399029,2681,2724.9,148.8,26.8,14883.6
E09000023,Lewisham,1999,ONS MYE,250310,3514.9,3532,71.2,35.1,7121.3
E09000023,Lewisham,2000,ONS MYE,252106,3514.9,3532,71.7,35.1,7172.4
E09000023,Lewisham,2001,ONS MYE,254336,3514.9,3532,72.4,35.1,7235.9
E09000023,Lewisham,2002,ONS MYE,253662,3514.9,3532,72.2,35.1,7216.7
E09000023,Lewisham,2003,ONS MYE,251936,3514.9,3532,71.7,35.1,7167.6
E09000023,Lewisham,2004,ONS MYE,252455,3514.9,3532,71.8,35.1,7182.4
E09000023,Lewisham,2005,ONS MYE,254930,3514.9,3532,72.5,35.1,7252.8
E09000023,Lewisham,2006,ONS MYE,257976,3514.9,3532,73.4,35.1,7339.4
E09000023,Lewisham,2007,ONS MYE,261188,3514.9,3532,74.3,35.1,7430.8
E09000023,Lewisham,2008,ONS MYE,266508,3514.9,3532,75.8,35.1,7582.2
E09000023,Lewisham,2009,ONS MYE,270418,3514.9,3532,76.9,35.1,7693.4
E09000023,Lewisham,2010,ONS MYE,272525,3514.9,3532,77.5,35.1,7753.4
E09000023,Lewisham,2011,GLA Population Projections,277525,3514.9,3532,79,35.1,7895.6
E09000023,Lewisham,2012,GLA Population Projections,282143,3514.9,3532,80.3,35.1,8027
E09000023,Lewisham,2013,GLA Population Projections,286767,3514.9,3532,81.6,35.1,8158.5
E09000023,Lewisham,2014,GLA Population Projections,292520,3514.9,3532,83.2,35.1,8322.2
E09000023,Lewisham,2015,GLA Population Projections,297912,3514.9,3532,84.8,35.1,8475.6
E09000023,Lewisham,2016,GLA Population Projections,302454,3514.9,3532,86,35.1,8604.8
E09000023,Lewisham,2017,GLA Population Projections,306380,3514.9,3532,87.2,35.1,8716.5
E09000023,Lewisham,2018,GLA Population Projections,310324,3514.9,3532,88.3,35.1,8828.7
E09000023,Lewisham,2019,GLA Population Projections,314027,3514.9,3532,89.3,35.1,8934.1
E09000023,Lewisham,2020,GLA Population Projections,317465,3514.9,3532,90.3,35.1,9031.9
